ridge_density,ridge_thickness,ridge_ratio,minutiae_points,label
0.2007,51.18584526909722,0.20072880497685186,14829,0
0.1789,45.62201605902778,0.17890986689814814,12970,0
0.2136,54.466959635416664,0.2135959201388889,16240,0
0.2095,53.431667751736114,0.2095359519675926,15344,0
0.1721,43.88115776909722,0.17208297164351852,12953,0
0.1658,42.285563151041664,0.1658257378472222,13303,0
0.2095,53.420138888888886,0.20949074074074073,15649,0
0.1914,48.801676432291664,0.1913791232638889,15029,0
0.1954,49.830050998263886,0.19541196469907407,14646,0
0.1651,42.09418402777778,0.16507523148148148,13103,0
0.1659,42.31553819444444,0.16594328703703703,12672,0
0.1849,47.155354817708336,0.18492296006944445,14336,0
0.185,47.162272135416664,0.18495008680555555,14319,0
0.1876,47.83555772569444,0.1875904224537037,14418,0
0.1735,44.23394097222222,0.17346643518518517,14191,0
0.1555,39.643147786458336,0.1554633246527778,12001,0
0.1691,43.127170138888886,0.1691261574074074,13076,0
0.1578,40.24726019965278,0.15783239293981483,12686,0
0.1278,32.594401041666664,0.12782118055555555,10236,0
0.1702,43.399251302083336,0.1701931423611111,12812,0
0.1712,43.662109375,0.17122395833333334,12890,0
0.177,45.12627495659722,0.17696578414351852,13840,0
0.1963,50.04448784722222,0.19625289351851852,14500,0
0.0818,20.8684296875,0.08183697916666667,78839,1
0.1018,25.9681640625,0.1018359375,91022,1
0.0789,20.10940625,0.07886041666666667,76313,1
0.0502,12.7925,0.050166666666666665,53051,1
0.061,15.547981966509232,0.0609724783000362,19213,1
0.1236,31.510304851867755,0.123569822948501,31618,1
0.1253,31.940536182221326,0.12525700463616207,4052,1
0.1733,44.19054576303139,0.17329625789424075,7506,1
0.1285,32.773256387491365,0.1285225740685936,15017,1
0.1794,45.75835854428972,0.17944454331094006,18256,1
0.0983,25.0599921875,0.09827447916666666,104605,0
0.0783,19.9671640625,0.07830260416666666,71711,0
0.0777,19.8051328125,0.0776671875,92299,0
0.0984,25.085823970037453,0.09837578027465668,61711,0
0.2332,59.45662794484855,0.23316324684254333,9984,0
0.2237,57.051965214425785,0.22373319691931678,11863,0
